id,name,phone,sq_ft_total,address,location,dom_disc_id,sec_disc_id,third_disc_id,neighborhood_id,constituency_id
840,All That Dance,206-457-4891,3000,320 N 85th St.  Seattle WA 98103,"(47.691212, -122.354279)",0,0,0,0,0
841,The Salvation Army,206-783-1225,19311,9501 Greenwood Ave N Seattle WA 98103,"(47.698257, -122.355942)",0,0,0,0,0
842,Music Center of the Nrthwest,2065268443,7500,"901 N 96th St Seattle, WA 98103","(47.698452, -122.346947)",0,0,0,0,0
843,School of Rock,206 417-7625,2999,106 N 85th Seattle WA 98103,"(47.690653, -122.357728)",0,0,0,0,0
844,Urban Light Studios,2067087281,4000,8537 Greenwood Ave N Seattle WA 98103,"(47.691631, -122.355713)",0,0,0,0,0
845,98.1 Classical KING FM,206-691-2981,4000,"10 Harrison Street, Suite 100, Seattle, 98109","(47.622152, -122.356531)",0,0,0,0,0
846,Southwest Seattle Historical Society,206-938-5293,1100,"3003 61st Ave SW, Seattle, WA 98116-2810","(47.577553, -122.41095)",0,0,0,0,0
847,Moksha,2066322622,3000,4542 NE University Way,"(47.662073, -122.31303)",0,0,0,0,0
848,WordsWest Literary Series,2069301276,1500,"PO BOX 16035, Seattle, WA 98116",,0,0,0,0,0
849,ProletariYacht Club,206-799-1180,1064,"4316 SW Othello, Seattle. Wa. 98136","(47.538437, -122.38826)",0,0,0,0,0
850,"Dreamstrands Comics & Such, Inc.",206-297-3737,2000,"115 N 85th ST suite 102, Seattle, WA 98103","(47.69038, -122.357391)",0,0,0,0,0
851,St. Luke's Episcopal Church Seattle,206-784-3119,10000,"5710 22nd Ave. NW, Seattle, WA 98107","(47.67041, -122.384102)",0,0,0,0,0
852,SPCCCPPC,2063590359,126,"4223 S. Kenyon St., Seattle, WA 98118","(47.531185, -122.279564)",0,0,0,0,0
853,Rainier Chamber of Commerce & Rainier Chamber Foundation,206.725.2010,1000,"5290 Rainier Ave. S, Seattle, WA 98118","(47.554125, -122.281108)",0,0,0,0,0
854,Emerald City Fired Arts Studio and Gallery,206-7210450,1323,"3333 Rainier Ave. S. Suite A  Seattle, WA98144","(47.572998, -122.294708)",0,0,0,0,0
855,Vespertine Noise,206 923-8409,1600,"4909 Rainier Ave S, Seattle, WA 98118","(47.557722, -122.284917)",0,0,0,0,0
856,Royal Esquire Club Inc.,206-723-2811,9000,"5016 Rainier Ave South, Seattle, WA 98118","(47.556855, -122.284429)",0,0,0,0,0
857,Southside Commons,206-568-5400,8060,"3518 S. Edmunds St., Seattle, 98118","(47.558868, -122.287971)",0,0,0,0,0
858,Vietnamese Friendship Association,206-760-1573,1300,"3829B South Edmunds Street, Seattle, WA 98118","(47.558494, -122.284164)",0,0,0,0,0
859,Rainier Community Center,2063861919,28400,"4600 38th Ave. S. Seattle, WA  98118","(47.561654, -122.284859)",0,0,0,0,0
860,Columbia City Farmers Market,206-632-5234,10000,36th Ave A and S Edmunds St 98118,"(47.542519, -122.269028)",0,0,0,0,0
861,Ark Lodge Cinemas,206 721 3156,7000,"4816 Rainier Ave South, Seattle, 98118","(47.559012, -122.285612)",0,0,0,0,0
862,The Hillman City Collaboratory,(206) 669-8106,9000,"5623 Rainier Ave. S. Seattle, WA 98118","(47.551691, -122.278043)",0,0,0,0,0
