id,Action Type,Work Type,Value,Location_id
639,NEW,Plan Review,$214514.00,
640,NEW,Plan Review,$214514.00,
641,DEMOLITION,No plan review,$0.00,
642,DEMOLITION,No plan review,$0.00,
643,ADD/ALT,Plan Review,$19203.00,
644,ADD/ALT,Plan Review,$17682.00,
645,ADD/ALT,No plan review,$75000.00,
646,ADD/ALT,No plan review,$15000.00,
647,ADD/ALT,No plan review,$20000.00,
648,ALTER,Plan Review,$750000.00,
649,ADD/ALT,No plan review,$2000.00,
650,ADD/ALT,No plan review,$10000.00,
651,ADD/ALT,Plan Review,$125000.00,
652,ADD/ALT,Plan Review,$44500.00,
653,ADD/ALT,No plan review,$15000.00,
654,ADD/ALT,No plan review,$15000.00,
655,ADD/ALT,Plan Review,$18900.00,
656,ADD/ALT,No plan review,$9000.00,
657,ADD/ALT,Plan Review,$5857.00,
658,ADD/ALT,Plan Review,$10000.00,
659,DEMOLITION,No plan review,$0.00,
660,NEW,Plan Review,$8668163.00,
661,NEW,Plan Review,$352031.00,
662,DEMOLITION,No plan review,$0.00,
663,NEW,Plan Review,$1487129.00,
664,ADD/ALT,No plan review,$12000.00,
665,ADD/ALT,Plan Review,$325000.00,
666,ADD/ALT,No plan review,$12000.00,
667,NEW,Plan Review,$31702586.00,
668,DEMOLITION,No plan review,$0.00,
669,ADD/ALT,Plan Review,$1566288.00,
670,ADD/ALT,Plan Review,$721253.00,
671,ADD/ALT,Plan Review,$20000.00,
672,ADD/ALT,Plan Review,$150000.00,
673,ADD/ALT,Plan Review,$148001.00,
674,ADD/ALT,Plan Review,$5600000.00,
675,ADD/ALT,Plan Review,$200000.00,
676,ADD/ALT,No plan review,$20000.00,
677,ADD/ALT,No plan review,$20000.00,
678,ADD/ALT,No plan review,$20000.00,
679,ADD/ALT,No plan review,$5837.00,
680,NEW,Plan Review,$1139137.00,
681,ADD/ALT,No plan review,$15000.00,
682,ADD/ALT,Plan Review,$36306.00,
683,ADD/ALT,Plan Review,$25000.00,
684,ADD/ALT,Plan Review,$1500.00,
685,ADD/ALT,Plan Review,$1400000.00,
686,ADD/ALT,No plan review,$54099.00,
687,ADD/ALT,Plan Review,$80000.00,
688,ADD/ALT,Plan Review,$489669.00,
689,ADD/ALT,Plan Review,$350000.00,
690,ADD/ALT,Plan Review,$50000.00,
691,ADD/ALT,Plan Review,$120000.00,
692,GRADING,Plan Review,$0.00,
693,ADD/ALT,No plan review,$14000.00,
694,ADD/ALT,No plan review,$10000.00,
695,ALTER,Plan Review,$850000.00,
696,ADD/ALT,No plan review,$18000.00,
697,ALTER,Plan Review,$40000.00,
698,ALTER,Plan Review,$500000.00,
699,NO CONSTRUCTION,Plan Review,$0.00,
700,ADD/ALT,No plan review,$60000.00,
701,ADD/ALT,No plan review,$10000.00,
702,ADD/ALT,No plan review,$4000.00,
703,ADD/ALT,Plan Review,$150000.00,
704,ADD/ALT,Plan Review,$750000.00,
705,NEW,Plan Review,$964612.00,
706,ADD/ALT,No plan review,$60000.00,
707,ADD/ALT,No plan review,$30000.00,
708,ADD/ALT,No plan review,$65000.00,
709,ADD/ALT,No plan review,$65000.00,
710,ADD/ALT,No plan review,$1000.00,
711,ADD/ALT,Plan Review,$250000.00,
712,ADD/ALT,Plan Review,$100000.00,
713,ADD/ALT,Plan Review,$5000.00,
714,ADD/ALT,No plan review,$5000.00,
715,NEW,Plan Review,$241777.00,
716,ADD/ALT,Plan Review,$8000.00,
717,ADD/ALT,No plan review,$40000.00,
718,ADD/ALT,No plan review,$15000.00,
719,ADD/ALT,No plan review,$75000.00,
720,ADD/ALT,No plan review,$75000.00,
721,ADD/ALT,Plan Review,$85000.00,
722,ADD/ALT,No plan review,$14000.00,
723,NEW,Plan Review,$34158791.00,
724,ADD/ALT,No plan review,$10000.00,
725,ADD/ALT,Plan Review,$9000.00,
726,ADD/ALT,Plan Review,$35000.00,
727,ADD/ALT,No plan review,$50000.00,
728,ADD/ALT,No plan review,$10000.00,
729,ADD/ALT,No plan review,$217000.00,
730,ADD/ALT,No plan review,$47573.00,
731,DEMOLITION,No plan review,$0.00,
732,ADD/ALT,No plan review,$1000.00,
733,ADD/ALT,Plan Review,$45510.00,
734,ADD/ALT,Plan Review,$200000.00,
735,ADD/ALT,Plan Review,$150000.00,
736,NEW,Plan Review,$183384.00,
737,ADD/ALT,Plan Review,$109207.00,
738,ADD/ALT,No plan review,$83470.00,
739,DEMOLITION,No plan review,$0.00,
740,NEW,Plan Review,$418997.00,
741,ADD/ALT,Plan Review,$0.00,
742,ADD/ALT,No plan review,$175000.00,
743,ADD/ALT,No plan review,$35000.00,
744,ADD/ALT,Plan Review,$95936.00,
745,ADD/ALT,Plan Review,$50000.00,
746,ADD/ALT,Plan Review,$30000.00,
747,NEW,Plan Review,$16309444.00,
748,NEW,Plan Review,$471792.00,
749,ADD/ALT,Plan Review,$665000.00,
750,ADD/ALT,Plan Review,$4000.00,
751,ADD/ALT,No plan review,$60000.00,
752,ADD/ALT,No plan review,$17000.00,
753,ADD/ALT,No plan review,$5000.00,
754,ADD/ALT,No plan review,$10628.00,
755,ALTER,Plan Review,$220299.00,
756,ALTER,Plan Review,$1500000.00,
757,ADD/ALT,Plan Review,$1224040.00,
758,DEMOLITION,Plan Review,$0.00,
759,ADD/ALT,No plan review,$45000.00,
760,DEMOLITION,Plan Review,$0.00,
761,ADD/ALT,No plan review,$18150.00,
762,ADD/ALT,No plan review,$18150.00,
763,ADD/ALT,Plan Review,$1870000.00,
764,ALTER,Plan Review,$425000.00,
765,ADD/ALT,Plan Review,$375000.00,
766,,Plan Review,$0.00,
767,DEMOLITION,No plan review,$0.00,
768,NEW,Plan Review,$449640.00,
769,ADD/ALT,Plan Review,$81041.00,
770,ADD/ALT,Plan Review,$20000.00,
771,ADD/ALT,Plan Review,$4378.00,
772,ADD/ALT,Plan Review,$250000.00,
773,ADD/ALT,Plan Review,$28990.00,
774,ADD/ALT,Plan Review,$80000.00,
775,DEMOLITION,No plan review,$0.00,
776,ADD/ALT,Plan Review,$500000.00,
777,ADD/ALT,Plan Review,$300000.00,
778,ADD/ALT,Plan Review,$4000.00,
779,ADD/ALT,No plan review,$6000.00,
780,DEMOLITION,No plan review,$0.00,
781,ADD/ALT,No plan review,$110000.00,
782,ADD/ALT,Plan Review,$4000.00,
783,DEMOLITION,No plan review,$0.00,
784,ADD/ALT,Plan Review,$140000.00,
785,ADD/ALT,Plan Review,$140000.00,
786,ADD/ALT,Plan Review,$15000.00,
787,ADD/ALT,Plan Review,$20000.00,
788,ADD/ALT,No plan review,$0.00,
789,ADD/ALT,Plan Review,$702379.00,
790,ADD/ALT,Plan Review,$141800.00,
791,NEW,Plan Review,$6133785.00,
792,NEW,Plan Review,$284214.00,
793,ADD/ALT,Plan Review,$525000.00,
794,ADD/ALT,Plan Review,$750000.00,
795,NEW,Plan Review,$406032.00,
796,ADD/ALT,Plan Review,$60000.00,
797,NEW,Plan Review,$81041.00,
798,DEMOLITION,No plan review,$0.00,
799,ALTER,Plan Review,$375000.00,
800,ADD/ALT,Plan Review,$75000.00,
801,ADD/ALT,Plan Review,$294331.00,
802,ADD/ALT,No plan review,$24000.00,
803,DEMOLITION,No plan review,$0.00,
804,ADD/ALT,Plan Review,$1.00,
805,ADD/ALT,Plan Review,$1000.00,
806,ADD/ALT,Plan Review,$95000.00,
807,ADD/ALT,Plan Review,$267510.00,
808,DEMOLITION,Plan Review,$0.00,
809,NEW,Plan Review,$3112519.00,
810,ADD/ALT,Plan Review,$30000.00,
811,ADD/ALT,Plan Review,$350000.00,
812,ADD/ALT,Plan Review,$27000.00,
813,ADD/ALT,Plan Review,$50000.00,
814,ADD/ALT,Plan Review,$29838.00,
815,ADD/ALT,No plan review,$10000.00,
816,ADD/ALT,No plan review,$65000.00,
817,ADD/ALT,No plan review,$15000.00,
818,ADD/ALT,No plan review,$49999.00,
819,ADD/ALT,No plan review,$12000.00,
820,ADD/ALT,No plan review,$10000.00,
821,ADD/ALT,No plan review,$5000.00,
822,ADD/ALT,No plan review,$150000.00,
823,ADD/ALT,Plan Review,$1000.00,
824,ADD/ALT,Plan Review,$10271.00,
825,ADD/ALT,Plan Review,$225000.00,
826,ADD/ALT,Plan Review,$100000.00,
827,NEW,Plan Review,$196603.00,
828,NEW,Plan Review,$196603.00,
829,NEW,Plan Review,$205841.00,
830,NEW,Plan Review,$205841.00,
831,NEW,Plan Review,$196603.00,
832,DEMOLITION,No plan review,$0.00,
833,ADD/ALT,Plan Review,$2000.00,
834,ALTER,Plan Review,$1200000.00,
835,ADD/ALT,No plan review,$60000.00,
836,NEW,Plan Review,$411222.00,
837,ADD/ALT,Plan Review,$99183.00,
838,ADD/ALT,Plan Review,$25000.00,
839,ADD/ALT,Plan Review,$45000.00,
840,DEMOLITION,No plan review,$0.00,
841,ADD/ALT,No plan review,$5000.00,
842,ADD/ALT,Plan Review,$150000.00,
843,ADD/ALT,Plan Review,$450000.00,
844,NEW,Plan Review,$363201.00,
845,ADD/ALT,Plan Review,$520000.00,
846,ADD/ALT,Plan Review,$38000.00,
847,ADD/ALT,Plan Review,$70000.00,
848,ADD/ALT,Plan Review,$500000.00,
849,ADD/ALT,Plan Review,$560.00,
850,NEW,Plan Review,$504032.00,
851,DEMOLITION,No plan review,$0.00,
852,ADD/ALT,No plan review,$35000.00,
853,ADD/ALT,No plan review,$35000.00,
854,NEW,No plan review,$28400.00,
855,ADD/ALT,No plan review,$650.00,
856,ADD/ALT,Plan Review,$40000.00,
857,NEW,Plan Review,$8055799.00,
858,ADD/ALT,Plan Review,$20000.00,
859,ADD/ALT,Plan Review,$60000.00,
860,ADD/ALT,Plan Review,$15000.00,
861,ADD/ALT,Plan Review,$200000.00,
862,ADD/ALT,Plan Review,$3645.00,
863,ADD/ALT,Plan Review,$36837.00,
864,ADD/ALT,Plan Review,$1123696.00,
865,ADD/ALT,Plan Review,$8000.00,
866,ADD/ALT,Plan Review,$8000.00,
867,NEW,No plan review,$45000.00,
868,ADD/ALT,No plan review,$15000.00,
869,ADD/ALT,No plan review,$21000.00,
870,ALTER,Plan Review,$50000.00,
871,ADD/ALT,Plan Review,$84941.00,
872,ADD/ALT,No plan review,$1000.00,
873,ADD/ALT,No plan review,$3450.00,
874,ADD/ALT,No plan review,$15000.00,
875,ADD/ALT,No plan review,$18000.00,
876,ADD/ALT,No plan review,$48000.00,
877,ADD/ALT,Plan Review,$450000.00,
878,ADD/ALT,Plan Review,$3000.00,
879,NEW,No plan review,$5399.00,
880,ADD/ALT,No plan review,$8269.00,
881,ADD/ALT,Plan Review,$22500.00,
882,ADD/ALT,Plan Review,$22500.00,
883,ADD/ALT,Plan Review,$15000.00,
884,ADD/ALT,Plan Review,$20000.00,
885,ADD/ALT,Plan Review,$25000.00,
886,ADD/ALT,Plan Review,$38000.00,
887,ADD/ALT,No plan review,$30000.00,
888,DEMOLITION,No plan review,$0.00,
889,ADD/ALT,No plan review,$5500.00,
890,ADD/ALT,Plan Review,$520000.00,
891,ADD/ALT,No plan review,$68526.00,
892,DEMOLITION,No plan review,$0.00,
893,NEW,Plan Review,$839651.00,
894,ALTER,Plan Review,$250000.00,
895,NEW,Plan Review,$245537.00,
896,NEW,Plan Review,$245537.00,
897,DEMOLITION,No plan review,$0.00,
898,DEMOLITION,No plan review,$0.00,
899,NEW,Plan Review,$245537.00,
900,NEW,Plan Review,$245537.00,
901,NEW,Plan Review,$245537.00,
902,NEW,Plan Review,$245537.00,
903,ADD/ALT,Plan Review,$73000.00,
904,ADD/ALT,Plan Review,$73000.00,
905,NEW,Plan Review,$459676.00,
906,NEW,Plan Review,$513551.00,
907,NEW,Plan Review,$513551.00,
908,DEMOLITION,No plan review,$0.00,
909,DEMOLITION,No plan review,$0.00,
910,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,
911,ADD/ALT,No plan review,$30000.00,
912,ADD/ALT,No plan review,$30000.00,
913,NEW,Plan Review,$408077.00,
914,DEMOLITION,No plan review,$0.00,
915,ADD/ALT,Plan Review,$130157.00,
916,ADD/ALT,Plan Review,$1.00,
917,ADD/ALT,Plan Review,$107597.00,
918,ADD/ALT,Plan Review,$25000.00,
919,ADD/ALT,No plan review,$8000.00,
920,ADD/ALT,No plan review,$8000.00,
921,ADD/ALT,No plan review,$8000.00,
922,DEMOLITION,Plan Review,$0.00,
923,ADD/ALT,Plan Review,$70000.00,
924,ADD/ALT,Plan Review,$52000.00,
925,ADD/ALT,No plan review,$1000.00,
926,ADD/ALT,No plan review,$120000.00,
927,ADD/ALT,No plan review,$50000.00,
928,ADD/ALT,No plan review,$15000.00,
929,ALTER,Plan Review,$1000000.00,
930,ADD/ALT,No plan review,$22000.00,
931,ADD/ALT,No plan review,$2000.00,
932,ADD/ALT,Plan Review,$4075.00,
933,ADD/ALT,Plan Review,$131470.00,
934,NEW,Plan Review,$321453.00,
935,ADD/ALT,Plan Review,$50000.00,
936,ADD/ALT,Plan Review,$65000.00,
937,ALTER,Plan Review,$54725.00,
938,NEW,Plan Review,$392997.00,
939,ADD/ALT,No plan review,$13000.00,
940,ADD/ALT,Plan Review,$150000.00,
941,DEMOLITION,No plan review,$0.00,
942,NEW,No plan review,$30000.00,
943,NEW,No plan review,$30000.00,
944,NEW,No plan review,$30000.00,
945,ADD/ALT,No plan review,$40000.00,
946,ADD/ALT,No plan review,$75000.00,
947,ADD/ALT,Plan Review,$45000.00,
948,ADD/ALT,Plan Review,$90000.00,
949,ADD/ALT,No plan review,$100000.00,
950,ADD/ALT,No plan review,$50000.00,
951,NEW,Plan Review,$308410.00,
952,ADD/ALT,No plan review,$20000.00,
953,ADD/ALT,No plan review,$10000.00,
954,NEW,Plan Review,$365027.00,
955,ADD/ALT,Plan Review,$200000.00,
956,ADD/ALT,No plan review,$45000.00,
957,NEW,Plan Review,$325502.00,
958,NEW,Plan Review,$325502.00,
959,NEW,Plan Review,$325502.00,
960,DEMOLITION,No plan review,$0.00,
961,ADD/ALT,No plan review,$10500.00,
962,,Plan Review,$0.00,
963,ADD/ALT,No plan review,$40000.00,
964,ADD/ALT,No plan review,$60000.00,
965,ADD/ALT,Plan Review,$50000.00,
966,ADD/ALT,Plan Review,$10000.00,
967,ADD/ALT,No plan review,$100000.00,
968,ADD/ALT,No plan review,$40000.00,
969,ADD/ALT,No plan review,$127400.00,
970,ADD/ALT,Plan Review,$250000.00,
971,ADD/ALT,Plan Review,$500000.00,
972,ADD/ALT,Plan Review,$100000.00,
973,NEW,Plan Review,$323057.00,
974,ADD/ALT,Plan Review,$59539.00,
975,NEW,Plan Review,$522436.00,
976,DEMOLITION,No plan review,$0.00,
977,NEW,Plan Review,$472394.00,
978,NEW,Plan Review,$472394.00,
979,DEMOLITION,No plan review,$0.00,
980,ADD/ALT,Plan Review,$500.00,
981,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
982,ADD/ALT,No plan review,$5000.00,
983,DEMOLITION,No plan review,$0.00,
984,NEW,Plan Review,$1000.00,
985,ADD/ALT,No plan review,$20000.00,
986,ADD/ALT,Plan Review,$125000.00,
987,ADD/ALT,Plan Review,$20000.00,
988,NEW,Plan Review,$483655.00,
989,ADD/ALT,Plan Review,$300311.00,
990,NEW,Plan Review,$362138.00,
991,ADD/ALT,No plan review,$80000.00,
992,ADD/ALT,No plan review,$80000.00,
993,ADD/ALT,No plan review,$80000.00,
994,ADD/ALT,No plan review,$4575.00,
995,ADD/ALT,No plan review,$9800.00,
996,ADD/ALT,No plan review,$3000.00,
997,ADD/ALT,No plan review,$32300.00,
998,ALTER,Plan Review,$35000.00,
999,ADD/ALT,No plan review,$20000.00,
1000,ADD/ALT,No plan review,$35000.00,
1001,ADD/ALT,No plan review,$20000.00,
1002,ALTER,Plan Review,$20000.00,
1003,ADD/ALT,Plan Review,$30000.00,
1004,ADD/ALT,No plan review,$28000.00,
1005,DEMOLITION,No plan review,$0.00,
1006,DEMOLITION,No plan review,$0.00,
1007,ADD/ALT,Plan Review,$15000.00,
1008,ADD/ALT,No plan review,$175000.00,
1009,ADD/ALT,No plan review,$60000.00,
1010,ADD/ALT,Plan Review,$30000.00,
1011,DEMOLITION,No plan review,$0.00,
1012,NEW,Plan Review,$541095.00,
1013,NEW,Plan Review,$426703.00,
1014,ADD/ALT,Plan Review,$35750.00,
1015,ADD/ALT,Plan Review,$120000.00,
1016,DEMOLITION,No plan review,$0.00,
1017,NEW,Plan Review,$239761.00,
1018,ADD/ALT,No plan review,$88409.00,
1019,ADD/ALT,No plan review,$150000.00,
1020,ADD/ALT,No plan review,$16000.00,
1021,ADD/ALT,No plan review,$16000.00,
1022,ADD/ALT,No plan review,$16000.00,
1023,ADD/ALT,Plan Review,$518586.00,
1024,ADD/ALT,Plan Review,$7000.00,
1025,ADD/ALT,Plan Review,$7000.00,
1026,ADD/ALT,Plan Review,$50000.00,
1027,NEW,Plan Review,$939130.00,
1028,NEW,Plan Review,$704426.00,
1029,NEW,Plan Review,$704426.00,
1030,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
1031,ADD/ALT,No plan review,$15000.00,
1032,ADD/ALT,No plan review,$15000.00,
1033,ADD/ALT,No plan review,$24500.00,
1034,ADD/ALT,Plan Review,$150000.00,
1035,ADD/ALT,Plan Review,$53782.00,
1036,ADD/ALT,Plan Review,$30000.00,
1037,ADD/ALT,Plan Review,$25000.00,
1038,DEMOLITION,No plan review,$0.00,
1039,ADD/ALT,Plan Review,$400000.00,
1040,ADD/ALT,Plan Review,$1000.00,
1041,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
1042,ADD/ALT,Plan Review,$50000.00,
1043,ADD/ALT,Plan Review,$41301.00,
1044,ADD/ALT,Plan Review,$10000.00,
1045,ADD/ALT,Plan Review,$75181.00,
1046,ADD/ALT,No plan review,$25000.00,
1047,ADD/ALT,No plan review,$25000.00,
1048,ADD/ALT,No plan review,$40000.00,
1049,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
1050,ADD/ALT,No plan review,$86310.00,
1051,ADD/ALT,No plan review,$200000.00,
1052,ADD/ALT,No plan review,$30000.00,
1053,NEW,Plan Review,$386628.00,
1054,DEMOLITION,No plan review,$0.00,
1055,ADD/ALT,Plan Review,$15000.00,
1056,ADD/ALT,Plan Review,$300000.00,
1057,ADD/ALT,Plan Review,$15000.00,
1058,ADD/ALT,Plan Review,$15000.00,
1059,ADD/ALT,Plan Review,$50000.00,
1060,ADD/ALT,Plan Review,$5250.00,
1061,ADD/ALT,No plan review,$300000.00,
1062,ADD/ALT,No plan review,$300000.00,
1063,ADD/ALT,Plan Review,$6000.00,
1064,ADD/ALT,No plan review,$200000.00,
1065,ALTER,Plan Review,$1200000.00,
1066,ADD/ALT,Plan Review,$20000.00,
1067,ADD/ALT,No plan review,$200000.00,
1068,NEW,Plan Review,$64400.00,
1069,ADD/ALT,Plan Review,$116883.00,
1070,ADD/ALT,Plan Review,$59007.00,
1071,ADD/ALT,Plan Review,$33000.00,
1072,NEW,Plan Review,$244189.00,
1073,ADD/ALT,Plan Review,$288000.00,
1074,ADD/ALT,Plan Review,$72000.00,
1075,ADD/ALT,Plan Review,$50000.00,
1076,NEW,Plan Review,$4507378.00,
1077,NEW,Plan Review,$584371.00,
1078,ADD/ALT,Plan Review,$13000000.00,
1079,ADD/ALT,Plan Review,$15000.00,
1080,ADD/ALT,Plan Review,$15000.00,
1081,ADD/ALT,No plan review,$12000.00,
1082,ADD/ALT,No plan review,$2000.00,
1083,ALTER,Plan Review,$375000.00,
1084,ADD/ALT,No plan review,$40000.00,
1085,ALTER,Plan Review,$70000.00,
1086,ADD/ALT,Plan Review,$30000.00,
1087,ADD/ALT,No plan review,$10000.00,
1088,ADD/ALT,No plan review,$60000.00,
1089,ALTER,Plan Review,$850000.00,
1090,ADD/ALT,No plan review,$1000.00,
1091,ADD/ALT,No plan review,$85000.00,
1092,DEMOLITION,No plan review,$0.00,
1093,NEW,Plan Review,$1110023.00,
1094,DEMOLITION,No plan review,$0.00,
1095,DEMOLITION,No plan review,$0.00,
1096,NEW,Plan Review,$794696.00,
1097,NEW,Plan Review,$773834.00,
1098,DEMOLITION,Plan Review,$0.00,
1099,ADD/ALT,No plan review,$5000.00,
1100,ADD/ALT,Plan Review,$2000.00,
1101,ADD/ALT,No plan review,$32000.00,
1102,ADD/ALT,Plan Review,$300000.00,
1103,ADD/ALT,No plan review,$95000.00,
1104,ADD/ALT,No plan review,$109000.00,
1105,ADD/ALT,Plan Review,$10000.00,
1106,DEMOLITION,No plan review,$0.00,
1107,ADD/ALT,Plan Review,$100000.00,
1108,ADD/ALT,No plan review,$30420.00,
1109,ADD/ALT,Plan Review,$18000.00,
1110,NEW,Plan Review,$365027.00,
1111,ADD/ALT,Plan Review,$90000.00,
1112,ADD/ALT,Plan Review,$43500.00,
1113,ADD/ALT,Plan Review,$20000.00,
1114,ADD/ALT,Plan Review,$45000.00,
1115,ADD/ALT,No plan review,$15000.00,
1116,ADD/ALT,Plan Review,$250000.00,
1117,ADD/ALT,Plan Review,$3500.00,
1118,ADD/ALT,Plan Review,$46150.00,
1119,ADD/ALT,Plan Review,$74124.00,
1120,ADD/ALT,No plan review,$30000.00,
1121,ADD/ALT,Plan Review,$175000.00,
1122,NO CONSTRUCTION,Plan Review,$0.00,
1123,ADD/ALT,No plan review,$44521.00,
1124,ADD/ALT,No plan review,$16000.00,
1125,ADD/ALT,No plan review,$18000.00,
1126,ADD/ALT,No plan review,$1679.00,
1127,ADD/ALT,No plan review,$250000.00,
1128,,Plan Review,$0.00,
1129,ADD/ALT,Plan Review,$400000.00,
1130,ADD/ALT,Plan Review,$62008.00,
1131,DEMOLITION,Plan Review,$0.00,
1132,ADD/ALT,Plan Review,$346857.00,
1133,ADD/ALT,Plan Review,$50000.00,
1134,NEW,Plan Review,$400132.00,
1135,ADD/ALT,Plan Review,$500000.00,
1136,ADD/ALT,Plan Review,$4275.00,
1137,ADD/ALT,Plan Review,$60000.00,
1138,ADD/ALT,Plan Review,$103703.00,
1139,ALTER,Plan Review,$0.00,
1140,ALTER,Plan Review,$130000.00,
1141,ADD/ALT,Plan Review,$133000.00,
1142,NEW,No plan review,$32000.00,
1143,ADD/ALT,Plan Review,$94000.00,
1144,ADD/ALT,Plan Review,$8000.00,
1145,ADD/ALT,No plan review,$54000.00,
1146,ADD/ALT,Plan Review,$120000.00,
1147,ADD/ALT,Plan Review,$9047.00,
1148,ADD/ALT,No plan review,$80000.00,
1149,NEW,Plan Review,$1084252.00,
1150,DEMOLITION,No plan review,$0.00,
1151,NEW,Plan Review,$200000.00,
1152,ADD/ALT,Plan Review,$4675.00,
1153,DEMOLITION,No plan review,$0.00,
1154,ADD/ALT,No plan review,$30000.00,
1155,NO CONSTRUCTION,No plan review,$0.00,
1156,ADD/ALT,Plan Review,$28000.00,
1157,ADD/ALT,No plan review,$72000.00,
1158,DEMOLITION,No plan review,$0.00,
1159,ADD/ALT,No plan review,$15000.00,
1160,ADD/ALT,No plan review,$56000.00,
1161,ADD/ALT,Plan Review,$50000.00,
1162,ADD/ALT,Plan Review,$2000000.00,
1163,ADD/ALT,Plan Review,$600000.00,
1164,ADD/ALT,No plan review,$35000.00,
1165,ADD/ALT,No plan review,$100000.00,
1166,ADD/ALT,No plan review,$3500.00,
1167,ADD/ALT,No plan review,$60000.00,
1168,DEMOLITION,Plan Review,$0.00,
1169,NEW,Plan Review,$5000000.00,
1170,ADD/ALT,Plan Review,$250000.00,
1171,ADD/ALT,Plan Review,$510322.00,
1172,ADD/ALT,Plan Review,$500.00,
1173,ADD/ALT,Plan Review,$130000.00,
1174,ADD/ALT,Plan Review,$79322.00,
1175,ADD/ALT,No plan review,$10000.00,
1176,ADD/ALT,No plan review,$25000.00,
1177,ADD/ALT,No plan review,$15000.00,
1178,ADD/ALT,Plan Review,$502000.00,
1179,,Plan Review,$0.00,
1180,NEW,Plan Review,$392038.00,
1181,ADD/ALT,Plan Review,$45000.00,
1182,ADD/ALT,Plan Review,$200000.00,
1183,DEMOLITION,No plan review,$0.00,
1184,NEW,Plan Review,$475028.00,
1185,DEMOLITION,No plan review,$0.00,
1186,ADD/ALT,No plan review,$47500.00,
1187,ADD/ALT,No plan review,$20000.00,
