id,Type,Description,Value
3022142,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow one, three-story single family residence and one, three-story townhouse structure (for a total of three residential units)  in an environmentally critical area. Surface parking for three vehicles to be provided.  Environmental review includes future unit lot subdivision. Existing structures to be demolished.",$486000.00
3023716,SHORT PLAT,Land Use Application to subdivide one development site into two unit lots. The construction of residential units is under Project #6441168. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3020751,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",Land Use Application to allow three apartment buildings with a total of 231 units in an environmentally critical area. Parking for 139 vehicles will be located below grade. Environmental review includes demolishing 11 residential buildings and accessory structures.,$9000000.00
3020443,"ADMIN DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a four-story apartment building containing 26 small efficiency dwelling units,6 apartments and 3 live-work units. Existing structure to be demolished.",$3000000.00
3023917,SHORT PLAT,Land Use Application to subdivide one development site into two unit lots. The construction of a residential unit is under Project #6505296. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3023982,SHORT PLAT,"Land Use Application to subdivide one parcel into two parcels of land. Proposed parcel sizes are: A) 3,147 sq. ft. and B) 1,600 sq. ft. Existing structure to be demolished.",$0.00
3023520,SHORT PLAT,Land Use Application to subdivide one development site into three unit lots. The construction of residential units is under Project #6448789. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3022628,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 6 story structure containing 247 residential units over 8,000 sq. ft. of ground level commercial space. Parking for 93 vehicles to be provided. Existing structures to be demolished.",$29450000.00
3022078,SHORT PLAT,"Land Use Application to subdivide one parcel into three parcels of land. Proposed parcel sizes are:  A) 782 sq. ft.,  B) 790  sq. ft., and C) 3,920 sq. ft. Project also includes unit lot subdivision of Parcel C into four unit lots. The construction of residential units is under #6486794. The subdivision of Parcel C is only for the purpose of allowing sale or lease of the unit lots. Development standards for Parcel C will be applied to Parcel C as a whole and not to each of the new unit lots.",$0.00
3021510,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow two, 33-story towers with 440 apartment units above a 3-story podium. 7,600 sq. ft. of retail will be located at street level. Parking for 283 vehicles to be provided below grade.",$2000000.00
3020977,SEPA THRESHOLD DETERMINATION,"Land Use Application to demolish a two story, 37,700 sq. ft. warehouse building (Frye Warehouse Building, King County Metro Atlantic/Central Bus Base Complex) and to allow a 17,952 sq. ft. temporary construction staging area. Review includes 4,506 cu. yds. of grading (2,353 cut; 2,353 fill,) and soil remediation. A Determination of Non-Significance has been issued by King County Metro Transit.",$10000.00
3019797,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a 4-story, apartment building containing 28 residential units. Parking for 10 vehicles to be provided below grade. Existing structure to be demolished.",$1900000.00
3023748,LOT BOUNDARY ADJUSTMENT PLAT,"Land Use application to adjust the boundary between three parcels of land. Proposed parcel sizes are: A) 9,060 sq. ft; B) 8,500 sq. ft. Existing structures to be demolished.",$0.00
3023684,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between two parcels of land. Proposed parcel sizes are:A)8,600 sq ft B)5,793 sq ft.",$0.00
3022104,ENVIRONMENTALLY CRITICAL AREA,"Land Use Application to allow a new three story, single family dwelling unit in an environmentally critical area. Parking for one vehicle to be located within the structure.",$750000.00
3018037,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a  49 story building with 209 hotel rooms, 236 apartment units and 3,250 sq. ft. of street level retail. Parking for 149 vehicles will be located above and below grade. Addendum to Downtown Height and Density Environmental Impact Statement is being prepared.",$150000000.00
3023418,SEPA THRESHOLD DETERMINATION,Land Use Application to allow a three-story structure containing four rowhouses in an environmentally critical area. Environmental Review includes future unit lot subdivision.,$873180.00
3018390,VARIANCE,Land Use Application to allow additions/alterations to existing single family residence.,$150000.00
3023299,SHORT PLAT,Land Use Application to subdivide one development site into two unit lots. The construction of residential units is under Project #6472990. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3023798,SHORT PLAT,"Land Use Application to subdivide one parcel into two parcels of land.  Proposed parcel sizes are: A) 3,398 sq. ft. and B) 1,600 sq. ft.",$0.00
3006757,SHORT PLAT,CONVERTED FROM PTS #2406542,$0.00
3023511,SHORT PLAT,Land Use Application to subdivide one development site into four unit lots. The construction of residential units is under Project #6496420. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3022621,SHORT PLAT,Land Use Application to subdivide one development site into two unit lots. The construction of residential units is under Project 6464104. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3022582,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow one 3 story, 4-unit row house structure. Surface parking for four (4) vehicles to be provided. Existing single family residence to be demolished. To be considered with Project #3022581 for shared access. Environmental review includes future unit lot subdivision.",$750000.00
3022581,SEPA THRESHOLD DETERMINATION,Land Use Application to allow three single family residences. Surface parking for 3 vehicles to be provided. Existing structures to be demolished. To be considered with Project #3022582 for shared access. Environmental Review includes future unit lot subdivision.,$750000.00
3022283,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",Land Use Application to allow a 7-story apartment building containing 201 units above retail space. Parking for 140 vehicles to be provided below grade. Existing structures to be demolished.,$19947712.00
3021577,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT","Shoreline Substantial Development Application to allow improvements to the end of E Allison St (SDOT Shoreline Street End project). Project includes recreational development with stairs, viewing platform, hand-carry boat launch, and landscaping.",$10000.00
3023925,LOT BOUNDARY ADJUSTMENT PLAT,"Land Use application to adjust the boundary lines between three parcels of land. Proposed parcel sizes are: A) 17,589 sq ft; B) 5,630 sq ft; C) 7,948 sq ft. Existing structures to be demolished.",$0.00
3023858,SHORT PLAT,Land Use Application to subdivide one development site into two unit lots. The construction of residential units are under Projects #6465663 and #6409136. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
