id,applicant_id,permit_type,decision_type,design_review_included,status
422,,"SEPA THRESHOLD DETERMINATION, SHORELINE CONDITIONAL USE, SHORELINE DEVELOPMENT",II,N,Notice and Reviews Completed
423,,SEPA THRESHOLD DETERMINATION,II,N,Decision Published
424,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
425,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
426,,SHORT PLAT,II,N,Application Accepted
427,,SHORT PLAT,II,N,Decision Published
428,,SHORT PLAT,II,N,Decision Published
429,,ADMINISTRATIVE CONDITIONAL USE,II,N,Application Accepted
430,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,N,Application Accepted
431,,SHORT PLAT,II,N,Permit Closed
432,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
433,,SHORT PLAT,II,N,Application Accepted
434,,SHORT PLAT,II,N,Permit Closed
435,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
436,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION, SPECIAL EXCEPTION",II,Y,Application Accepted
437,,SHORT PLAT,II,N,Permit Closed
438,,SHORT PLAT,II,N,Permit Closed
439,,SHORT PLAT,II,N,Decision Published
440,,SHORT PLAT,II,N,Permit Closed
441,,SHORT PLAT,II,N,Decision Published
442,,SHORT PLAT,II,N,Application Accepted
443,,ADMIN DESIGN REVIEW WITH EDG,II,Y,Application Accepted
444,,SHORT PLAT,II,N,Permit Closed
445,,SHORT PLAT,II,N,Permit Closed
446,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
447,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
448,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
449,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
450,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Application Accepted
451,,SHORT PLAT,II,N,Notice and Reviews Completed
452,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
453,,SHORT PLAT,II,N,Application Accepted
454,,SPECIAL EXCEPTION,II,N,Permit Issued
455,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
456,,SHORT PLAT,II,N,Permit Closed
457,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",III,Y,Application Accepted
458,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
459,,SEPA THRESHOLD DETERMINATION,II,N,Decision Published
460,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
461,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
462,,SHORT PLAT,II,N,Application Accepted
463,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
464,,SHORT PLAT,II,N,Decision Published
465,,SHORT PLAT,II,N,Permit Closed
466,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
467,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
468,,SHORT PLAT,II,N,Decision Published
469,,SHORELINE DEVELOPMENT,II,N,Application Accepted
470,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,N,Application Accepted
471,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
472,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Decision Published
473,,SHORT PLAT,II,N,Application Accepted
474,,SHORT PLAT,II,N,Application Accepted
475,,DESIGN REVIEW WITH EDG,II,Y,Application Accepted
476,,SHORT PLAT,II,N,Decision Published
477,,TEMPORARY LAND USE,II,N,CANCELLED
478,,SHORT PLAT,II,N,Decision Published
479,,SHORT PLAT,II,N,Decision Published
480,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
481,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
482,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
483,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
484,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Decision Published
485,,SEPA THRESHOLD DETERMINATION,II,N,Decision Published
486,,SEPA THRESHOLD DETERMINATION,II,N,Decision Published
487,,SHORT PLAT,II,N,Application Accepted
488,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Decision Published
489,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
490,,SHORT PLAT,II,N,Permit Closed
491,,SHORT PLAT,II,N,Permit Closed
492,,SHORT PLAT,II,N,Permit Closed
493,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Application Accepted
494,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
495,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
496,,SHORT PLAT,II,N,Permit Closed
497,,SHORT PLAT,II,N,Decision Published
498,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
499,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
500,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
501,,"ADMIN DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
502,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
503,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
504,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
505,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
506,,"SEPA THRESHOLD DETERMINATION, SHORELINE CONDITIONAL USE, SHORELINE DEVELOPMENT, SHORELINE VARIANCE",II,N,Decision Published
507,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Application Accepted
508,,SHORT PLAT,II,N,Application Accepted
509,,SHORT PLAT,II,N,Application Accepted
510,,SHORT PLAT,II,N,Permit Closed
511,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Decision Published
512,,SHORT PLAT,II,N,Application Accepted
513,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Decision Published
514,,SHORT PLAT,II,N,Permit Closed
515,,SHORT PLAT,II,N,Application Accepted
516,,SHORT PLAT,II,N,Decision Published
517,,SHORT PLAT,II,N,Application Accepted
518,,SHORT PLAT,II,N,Permit Closed
519,,SHORT PLAT,II,N,Permit Closed
520,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
521,,SHORT PLAT,II,N,Notice and Reviews Completed
522,,SHORT PLAT,II,N,Permit Closed
523,,SHORT PLAT,II,N,Application Accepted
524,,SHORT PLAT,II,N,Application Accepted
525,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
526,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Application Accepted
527,,SHORT PLAT,II,N,Permit Closed
528,,SHORT PLAT,II,N,Permit Closed
529,,SHORT PLAT,II,N,Decision Published
530,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
531,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
532,,SHORT PLAT,II,N,Permit Closed
533,,SHORT PLAT,II,N,Permit Closed
534,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
535,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
536,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
537,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
538,,SHORT PLAT,II,N,Permit Closed
539,,SHORT PLAT,II,N,Permit Closed
540,,SHORT PLAT,II,N,Decision Published
541,,SHORT PLAT,II,N,Application Accepted
542,,DESIGN REVIEW WITH EDG,II,Y,Application Accepted
543,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
544,,SHORT PLAT,II,N,Decision Published
545,,OTHER LAND USE ACTIONS,II,N,Permit Issued
546,,SEPA THRESHOLD DETERMINATION,II,N,Decision Published
547,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
548,,SHORT PLAT,II,N,Application Accepted
549,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
550,,,I,,CANCELLED
551,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
552,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
553,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
554,,SHORT PLAT,II,N,Permit Closed
555,,OTHER LAND USE ACTIONS,II,N,Permit Issued
556,,SEPA THRESHOLD DETERMINATION,II,Y,Application Accepted
557,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
558,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
559,,OTHER LAND USE ACTIONS,II,N,Permit Issued
560,,SHORT PLAT,II,N,Permit Closed
561,,SHORT PLAT,II,N,Permit Closed
562,,SHORT PLAT,II,N,Permit Closed
563,,,II,,
564,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
565,,"DESIGN REVIEW WITH EDG, SPECIAL EXCEPTION",II,Y,Application Accepted
566,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
567,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
568,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
569,,VARIANCE,II,N,Application Accepted
570,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
571,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION",IV,N,Application Accepted
572,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
573,,SHORT PLAT,II,N,Permit Closed
574,,SHORT PLAT,II,N,Permit Closed
575,,SHORT PLAT,II,N,Decision Published
576,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
577,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
578,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
579,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
580,,"ADMINISTRATIVE CONDITIONAL USE, DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
581,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
582,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
583,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Application Accepted
584,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
585,,SHORT PLAT,II,N,Permit Closed
586,,SHORT PLAT,II,N,Permit Closed
587,,VARIANCE,II,N,Permit Issued
588,,SHORT PLAT,II,N,Application Accepted
589,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
590,,SEPA THRESHOLD DETERMINATION,II,N,Decision Published
591,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Application Accepted
592,,SHORT PLAT,II,N,Decision Published
593,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
594,,SHORT PLAT,II,N,Application Accepted
595,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
596,,SHORT PLAT,II,N,Application Accepted
597,,SHORT PLAT,II,N,Decision Published
598,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
599,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
600,,"OTHER LAND USE ACTIONS, SEPA THRESHOLD DETERMINATION",II,N,Application Accepted
601,,SHORT PLAT,II,N,Decision Published
602,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
603,,SHORT PLAT,II,N,Permit Closed
604,,,II,,CANCELLED
605,,SHORT PLAT,II,N,Permit Closed
606,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
607,,SHORT PLAT,II,N,Application Accepted
608,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Notice and Reviews Completed
609,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
610,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
611,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
612,,SHORT PLAT,II,N,Permit Closed
613,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
614,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
615,,SHORT PLAT,II,N,Permit Closed
616,,SHORT PLAT,II,N,Decision Published
617,,,,,
618,,SHORT PLAT,II,N,Permit Closed
619,,SHORT PLAT,II,N,Permit Closed
620,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Application Accepted
621,,SHORT PLAT,II,N,Application Accepted
622,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Decision Published
623,,SHORT PLAT,II,N,Application Accepted
624,,ENVIRONMENTALLY CRITICAL AREA,II,N,Application Accepted
625,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Application Accepted
626,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION",IV,N,CANCELLED
627,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
628,,SHORT PLAT,II,N,Permit Closed
629,,SHORT PLAT,II,N,Permit Closed
630,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
631,,SHORT PLAT,II,N,Permit Closed
632,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
633,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
634,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
635,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
636,,"ADMIN DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
637,,"ADMIN DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
638,,SHORT PLAT,II,N,Permit Closed
639,,SHORT PLAT,II,N,Application Accepted
640,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
641,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
642,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
643,,"ADMIN DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
644,,,,,
645,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
646,,SHORT PLAT,II,N,Permit Closed
647,,SHORT PLAT,II,N,Decision Published
648,,SUBDIVISION PLAT,III,N,Application Accepted
649,,SHORT PLAT,II,N,Permit Closed
650,,ADMINISTRATIVE CONDITIONAL USE,II,N,CANCELLED
651,,SPECIAL EXCEPTION,II,N,Permit Issued
652,,SHORT PLAT,II,N,Permit Closed
653,,SHORT PLAT,II,N,Permit Closed
654,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Application Accepted
655,,SHORT PLAT,II,N,Application Accepted
656,,SHORT PLAT,II,N,Decision Published
657,,TEMPORARY LAND USE,II,N,Permit Issued
658,,SUBDIVISION PLAT,III,N,Application Accepted
659,,SHORT PLAT,II,N,Permit Closed
660,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
661,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Permit Issued
662,,"COUNCIL ACTION, DESIGN REVIEW WITH EDG",IV,Y,Application Accepted
663,,SHORT PLAT,II,N,Decision Published
664,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
665,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
666,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
667,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Decision Published
668,,SHORT PLAT,II,N,Permit Closed
669,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
670,,SHORT PLAT,II,N,Application Accepted
671,,SHORT PLAT,II,N,Application Accepted
672,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
673,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
674,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
675,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Application Accepted
676,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
677,,SHORT PLAT,II,N,Permit Closed
678,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Decision Published
679,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Decision Published
680,,SHORT PLAT,II,N,Decision Published
681,,SHORT PLAT,II,N,Permit Closed
682,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
683,,SHORT PLAT,II,N,Permit Closed
684,,SHORT PLAT,II,N,Permit Closed
685,,SHORT PLAT,II,N,Permit Closed
686,,DESIGN REVIEW WITH EDG,II,Y,Application Accepted
687,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
688,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
689,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
690,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
691,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
692,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
693,,SHORT PLAT,II,N,Permit Closed
694,,SHORELINE DEVELOPMENT,II,N,Permit Issued
695,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
696,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
697,,SHORT PLAT,II,N,Permit Closed
698,,SHORT PLAT,II,N,Permit Closed
699,,"SPECIAL EXCEPTION, VARIANCE",II,N,Permit Issued
700,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
701,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,N,Application Accepted
702,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
703,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
704,,SHORT PLAT,II,N,Permit Closed
705,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
706,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
707,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
708,,,II,,
709,,SHORT PLAT,II,N,Decision Published
710,,SHORT PLAT,II,N,Decision Published
711,,SHORT PLAT,II,N,Decision Published
712,,SHORT PLAT,II,N,Permit Closed
713,,SHORT PLAT,II,N,Decision Published
714,,SHORT PLAT,II,N,Permit Closed
715,,ADMINISTRATIVE CONDITIONAL USE,II,N,Decision Published
716,,ENVIRONMENTALLY CRITICAL AREA,II,N,Permit Issued
717,,SHORT PLAT,II,N,Permit Closed
718,,SHORT PLAT,II,N,Permit Closed
719,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
720,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
721,,SHORT PLAT,II,N,Notice and Reviews Completed
722,,SHORT PLAT,II,N,Permit Closed
723,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
724,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Notice and Reviews Completed
725,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
726,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
727,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
728,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
729,,"ADMIN DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
730,,SHORT PLAT,II,N,Permit Closed
731,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
732,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
733,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
734,,,,,CANCELLED
735,,SHORT PLAT,II,N,Permit Closed
736,,SHORT PLAT,II,N,Application Accepted
737,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Application Accepted
738,,VARIANCE,II,N,Permit Issued
739,,SHORT PLAT,II,N,Decision Published
740,,SHORT PLAT,II,N,Permit Closed
741,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
742,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
743,,COUNCIL ACTION,IV,N,Application Accepted
744,,SHORT PLAT,II,N,Permit Closed
745,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
746,,OTHER LAND USE ACTIONS,II,N,Permit Issued
747,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
748,,SHORT PLAT,II,N,Permit Closed
749,,SHORT PLAT,II,N,Permit Closed
750,,SHORT PLAT,II,N,Permit Closed
751,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
752,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
753,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
754,,SHORT PLAT,II,N,Decision Published
755,,SHORT PLAT,II,N,Application Accepted
756,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
757,,SHORT PLAT,II,N,Permit Closed
758,,SHORT PLAT,II,N,Decision Published
759,,SHORT PLAT,II,N,Permit Closed
760,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
761,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
762,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
763,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
764,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
765,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
766,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
767,,SHORT PLAT,II,N,Permit Closed
768,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
769,,SHORT PLAT,II,N,Decision Published
770,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
771,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,Y,Application Accepted
772,,SHORT PLAT,II,N,Permit Closed
773,,SHORT PLAT,II,N,Permit Closed
774,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
775,,VARIANCE,II,N,Permit Issued
776,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
777,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
778,,SHORT PLAT,II,N,Decision Published
779,,DESIGN REVIEW WITH EDG,II,Y,Application Accepted
780,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
781,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
782,,SHORT PLAT,II,N,Notice and Reviews Completed
783,,"DESIGN REVIEW WITH EDG, ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,Y,Application Accepted
784,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Application Accepted
785,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
786,,,II,,CANCELLED
787,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
788,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
789,,SEPA THRESHOLD DETERMINATION,II,N,Application Accepted
790,,SHORT PLAT,II,N,Permit Closed
791,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
